"Référence","Désignation","site dafy","site chaft","Prix H.T.","Prix T.T.C.","Réel","Réservé","Dispo","P","Cde four.","Casier","Fournisseur","Couleur","Marque","Taille","Réf Fournisseur","Code TVA","Condi.achat","Nomenclature.associée","Code barre","Remplacement","Année","Dernier achat","Dernière vente","Rayon","Sous-rayon","Catégorie","Prix achat bloqué","Prix vente bloqué","Sur internet"
"090597499901","CHAFT SDP UL133","KO","https://www.chaft.fr/fr/support-de-plaque/1064-support-de-plaque-mt09-2017-2018-3700355901331.html?search_query=ul133&results=1","1,591.67 Dh","1,910.00 Dh","000001","0.00","000001","","000000","","CHAFT","","CHAFT","","UL133","020.0 %","0.00","","3700355901331","","","7/10/2021","","Moto","ACCESSOIRES","PIECES MEC/TECH DIVERSES","Oui","Oui",""
"090664499901","CHAFT SDP UL281","KO","https://www.chaft.fr/fr/nouveautes/1474-support-de-plaque-x-adv-2017-2020-3700355902819.html?search_query=ul281&results=1","2,241.67 Dh","2,690.00 Dh","000005","0.00","000005","","000000","","CHAFT","","CHAFT","","UL281","020.0 %","0.00","","3700355902819","","","7/10/2021","","Moto","ACCESSOIRES","PIECES MEC/TECH DIVERSES","Oui","Oui",""
"090621399901","CHAFT SDP UL342","KO","https://www.chaft.fr/fr/support-de-plaque/1223-support-de-plaque-zx6r-636-2018-2019.html?search_query=ul342&results=1","908.33 Dh","1,090.00 Dh","000003","0.00","000003","","000000","","CHAFT","","CHAFT","","UL342","020.0 %","0.00","","3700355903427","","","7/10/2021","","Moto","ACCESSOIRES","PIECES MEC/TECH DIVERSES","Oui","Oui",""
"090599799901","CHAFT SDP UL372","KO","https://www.chaft.fr/fr/support-de-plaque/1133-support-de-plaque-z900-rs-2018-3700355903724.html?search_query=ul372&results=1","1,075.00 Dh","1,290.00 Dh","000003","0.00","000003","","000000","","CHAFT","","CHAFT","","UL372","020.0 %","0.00","","3700355903724","","","7/10/2021","","Moto","ACCESSOIRES","PIECES MEC/TECH DIVERSES","Oui","Oui",""
"090597699901","CHAFT SDP UL421","KO","https://www.chaft.fr/fr/support-de-plaque/720-support-de-plaque-gsx-s-750-2017-gsx-s-1000-gsx-s-1000f-2015-2017-3700355904219.html?search_query=ul421&results=1","991.67 Dh","1,190.00 Dh","000003","0.00","000003","","000000","","CHAFT","","CHAFT","","UL421","020.0 %","0.00","","3700355904219","","","7/10/2021","","Moto","ACCESSOIRES","PIECES MEC/TECH DIVERSES","Oui","Oui",""
"090524599901","CHAFT SDP UL452","KO","https://www.chaft.fr/fr/support-de-plaque/756-support-de-plaque-sv-650-3700355904523.html?search_query=ul452&results=1","741.67 Dh","890.00 Dh","000001","0.00","000001","","000000","","CHAFT","","CHAFT","","UL452","020.0 %","0.00","","3700355904523","","","7/10/2021","","Moto","ACCESSOIRES","PIECES MEC/TECH DIVERSES","Oui","Oui",""
"090597899901","CHAFT SDP UL621","KO","https://www.chaft.fr/fr/support-de-plaque/1004-support-de-plaque-triumph-street-twin-900-street-cup-2016-2017-3700355906213.html?search_query=ul621&results=1","741.67 Dh","890.00 Dh","000001","0.00","000001","","000000","","CHAFT","","CHAFT","","UL621","020.0 %","0.00","","3700355906213","","","7/10/2021","","Moto","ACCESSOIRES","PIECES MEC/TECH DIVERSES","Oui","Oui",""
"100111003801","CHAFT SERPENTIN SCOOBI AV01","KO","https://www.chaft.fr/fr/antivol-non-homologue/979-serpentin-scoobi-3700355911019.html?search_query=av101&results=1","57.50 Dh","69.00 Dh","000020","0.00","000020","","000000","","CHAFT","","CHAFT","","AV101","020.0 %","0.00","","3700355911019","","","7/10/2021","","Moto","ANTIVOLS","DIVERS ANTIVOLS ET ACCESS","Oui","Oui",""
"IN310","CHAFT SHELL PLASTRON COMPLET JUNIOR S IN310","KO","https://www.chaft.fr/fr/plastron/642-shell-plastron-complet-junior.html?search_query=in310&results=1","1,325.00 Dh","1,590.00 Dh","000005","0.00","000005","","000000","","CHAFT","NOIR,GRIS","CHAFT","S","IN310","020.0 %","0.00","","3700355953101","","","7/10/2021","","Moto","ACCESSOIRES","ACCESSOIRES DIVERS MOTOS/AUTO","Oui","Oui",""
"IN302","CHAFT SHELL PLASTRON COMPLET L IN302","KO","https://www.chaft.fr/fr/plastron/633-shell-plastron-complet.html?search_query=in302&results=1","1,491.67 Dh","1,790.00 Dh","000010","0.00","000010","","000000","","CHAFT","NOIR,GRIS","CHAFT","L","IN302","020.0 %","0.00","","3700355953026","","","7/10/2021","","Moto","ACCESSOIRES","ACCESSOIRES DIVERS MOTOS/AUTO","Oui","Oui",""
"IN301","CHAFT SHELL PLASTRON COMPLET M","KO","https://www.chaft.fr/fr/plastron/633-shell-plastron-complet.html?search_query=in302&results=1","1,491.67 Dh","1,790.00 Dh","000021","0.00","000021","","000000","","CHAFT","NOIR,GRIS","CHAFT","M","IN301","020.0 %","0.00","","3700355953019","","","7/10/2021","","Moto","ACCESSOIRES","ACCESSOIRES DIVERS MOTOS/AUTO","Oui","Oui",""
"IN300","CHAFT SHELL PLASTRON COMPLET S","KO","https://www.chaft.fr/fr/plastron/633-shell-plastron-complet.html?search_query=in302&results=1","1,491.67 Dh","1,790.00 Dh","000006","0.00","000006","","000000","","CHAFT","NOIR,GRIS","CHAFT","S","IN300","020.0 %","0.00","","3700355953002","","","7/10/2021","","Moto","ACCESSOIRES","ACCESSOIRES DIVERS MOTOS/AUTO","Oui","Oui",""
"390140500101","CHAFT SPYDERBELT2 30-N","https://www.dafy-moto.com/harnais-de-maintien-passager-spyder-belt-2-veector-noir.html","https://www.chaft.fr/fr/accessoires-protection/558-spyder-belt-2-3770008817029.html?search_query=ve04&results=1","825.00 Dh","990.00 Dh","000005","0.00","000005","","000000","","CHAFT","NOIR,GRIS","CHAFT","AJUSTABLE JUSQU'A XXL","VE04","020.0 %","0.00","","3770008817029","","","7/10/2021","","Pilote","ACCESSOIRES PILOTE","DIVERS ACCESSOIRES PILOTE","Oui","Oui",""
"097274199901","CHAFT SUPPORT RETRO IN160","https://www.dafy-moto.com/support-retroviseur-chaft-noir.html","https://www.chaft.fr/fr/accessoires/1012-support-de-retro-universel-diam-10-3700355951602.html?search_query=in160&results=1","132.50 Dh","159.00 Dh","000005","0.00","000005","","000000","","CHAFT","","CHAFT","","IN160","020.0 %","0.00","","3700355951602","","","7/10/2021","","Moto","ACCESSOIRES","RETROVISEURS ET ACCESS","Oui","Oui",""
"540026999901","CHAFT SUPPORTSMART IN1909","KO","https://www.chaft.fr/fr/support-pour-smartphone/1177-support-pour-smartphone-reglable-au-guidonchargeur-3701177239091.html?search_query=in1909&results=1","991.67 Dh","1,190.00 Dh","000010","0.00","000010","","000000","","CHAFT","","CHAFT","","IN1909","020.0 %","0.00","","3701177239091","","","7/10/2021","","Pilote","HIGH TECH","DIVERS HIGH TECH","Oui","Oui",""
"HA113","CHAFT SWEATERS PATRIOT BLEU L","https://www.dafy-moto.com/sweat-patriot-harisson-bleu.html","https://www.chaft.fr/fr/sweat/1045-sweaters-patriot.html?search_query=patriot&results=3#/1-taille-s/14-couleur-bleu","1,408.33 Dh","1,690.00 Dh","000002","0.00","000002","","000000","","CHAFT","BLEU","CHAFT","L","HA113","020.0 %","0.00","","3701177221133","","","7/10/2021","","Moto","ACCESSOIRES","ACCESSOIRES DIVERS MOTOS/AUTO","Oui","Oui",""
"HA112","CHAFT SWEATERS PATRIOT BLEU M","https://www.dafy-moto.com/sweat-patriot-harisson-bleu.html","https://www.chaft.fr/fr/sweat/1045-sweaters-patriot.html?search_query=patriot&results=3#/1-taille-s/14-couleur-bleu","1,408.33 Dh","1,690.00 Dh","000002","0.00","000002","","000000","","CHAFT","BLEU","CHAFT","M","HA112","020.0 %","0.00","","3701177221126","","","7/10/2021","","Moto","ACCESSOIRES","ACCESSOIRES DIVERS MOTOS/AUTO","Oui","Oui",""
"HA111","CHAFT SWEATERS PATRIOT BLEU S","https://www.dafy-moto.com/sweat-patriot-harisson-bleu.html","https://www.chaft.fr/fr/sweat/1045-sweaters-patriot.html?search_query=patriot&results=3#/1-taille-s/14-couleur-bleu","1,408.33 Dh","1,690.00 Dh","000002","0.00","000002","","000000","","CHAFT","BLEU","CHAFT","S","HA111","020.0 %","0.00","","3701177221119","","","7/10/2021","","Moto","ACCESSOIRES","ACCESSOIRES DIVERS MOTOS/AUTO","Oui","Oui",""
"HA114","CHAFT SWEATERS PATRIOT BLEU XL","https://www.dafy-moto.com/sweat-patriot-harisson-bleu.html","https://www.chaft.fr/fr/sweat/1045-sweaters-patriot.html?search_query=patriot&results=3#/1-taille-s/14-couleur-bleu","1,408.33 Dh","1,690.00 Dh","000002","0.00","000002","","000000","","CHAFT","BLEU","CHAFT","XL","HA114","020.0 %","0.00","","3701177221140","","","7/10/2021","","Moto","ACCESSOIRES","ACCESSOIRES DIVERS MOTOS/AUTO","Oui","Oui",""
"103139299901","CHAFT U HOM HARDEN 904M DIAM 19 (84*240)","KO","https://www.chaft.fr/fr/antivol-homologue/1072-u-homologue-harden-904m-diam-19-84x240-3700355913013.html?search_query=av301&results=1","825.00 Dh","990.00 Dh","000005","0.00","000005","","000000","","CHAFT","","CHAFT","","AV301","020.0 %","0.00","","3700355913013","","","7/10/2021","","Moto","ANTIVOLS","ANTIVOLS U","Oui","Oui",""
"103139199901","CHAFT U HOM HARDEN 904P DIAM 19 (84*90)","KO","https://www.chaft.fr/fr/antivol-homologue/1055-u-homologue-harden-904p-diam-19-84x90-3700355913006.html?search_query=av300&results=1","741.67 Dh","890.00 Dh","000005","0.00","000005","","000000","","CHAFT","","CHAFT","","AV300","020.0 %","0.00","","3700355913006","","","7/10/2021","","Moto","ANTIVOLS","ANTIVOLS U","Oui","Oui",""
"090596899901","CHAFT VALVES+TEM PRESSI","https://www.dafy-moto.com/bouchons-de-valves-avec-temoin-chaft.html","https://www.chaft.fr/fr/accessoires/1058-valves-avec-temoin-de-pression-3700355958809.html?search_query=in880&results=1","58.33 Dh","70.00 Dh","000025","0.00","000025","","000000","","CHAFT","","CHAFT","","IN880","020.0 %","0.00","","3700355958809","","","7/10/2021","","Moto","ACCESSOIRES","PIECES MEC/TECH DIVERSES","Oui","Oui",""
"HA322","CHAFT VESTE WEST SIDE BLEU/GRIS M","KO","https://www.chaft.fr/fr/nouveautes/1342-veste-west-side.html?search_query=west+side&results=1","1,408.33 Dh","1,690.00 Dh","000001","0.00","000001","","000000","","CHAFT","BLEU,GRIS","CHAFT","M","HA322","020.0 %","0.00","","3701177263225","","","7/10/2021","","Moto","ACCESSOIRES","ACCESSOIRES DIVERS MOTOS/AUTO","Oui","Oui",""
"HA321","CHAFT VESTE WEST SIDE BLEU/GRIS S","KO","https://www.chaft.fr/fr/nouveautes/1342-veste-west-side.html?search_query=west+side&results=1","1,408.33 Dh","1,690.00 Dh","000001","0.00","000001","","000000","","CHAFT","BLEU,GRIS","CHAFT","S","HA321","020.0 %","0.00","","3701177263218","","","7/10/2021","","Moto","ACCESSOIRES","ACCESSOIRES DIVERS MOTOS/AUTO","Oui","Oui",""
"HA324","CHAFT VESTE WEST SIDE BLEU/GRIS XL","KO","https://www.chaft.fr/fr/nouveautes/1342-veste-west-side.html?search_query=west+side&results=1","1,408.33 Dh","1,690.00 Dh","000001","0.00","000001","","000000","","CHAFT","BLEU,GRIS","CHAFT","XL","HA324","020.0 %","0.00","","3701177263249","","","7/10/2021","","Moto","ACCESSOIRES","ACCESSOIRES DIVERS MOTOS/AUTO","Oui","Oui",""
"HA325","CHAFT VESTE WEST SIDE BLEU/GRIS XXL","KO","https://www.chaft.fr/fr/nouveautes/1342-veste-west-side.html?search_query=west+side&results=1","1,408.33 Dh","1,690.00 Dh","000001","0.00","000001","","000000","","CHAFT","BLEU,GRIS","CHAFT","XXL","HA325","020.0 %","0.00","","3701177263256","","","7/10/2021","","Moto","ACCESSOIRES","ACCESSOIRES DIVERS MOTOS/AUTO","Oui","Oui",""
