"Rayon","Sous-rayon","Catégorie","Code barre","Réf Fournisseur","Référence","Désignation","LIEN DAFY.COM","Marque","Fournisseur","Prix H.T.","Prix T.T.C.","Réel","Réservé","Dispo","P","Cde four.","Casier","Couleur","Taille","Code TVA","Condi.achat","Nomenclature.associée","Remplacement","Année","Dernier achat","Dernière vente","Prix achat bloqué","Prix vente bloqué","Sur internet"
"LUBRIFIANTS","CARBURANT","DIVERS","3760085540620","ECO10000E2","ECO10000E2"," ECO 10000 E 250ML  ESSENCE","KO","MECARUN","HI TEC INTERNATIONAL","208.33 Dh","250.00 Dh","000003","0.00","000003","","000000","","","","020.0 %","0.00","","","","8/29/2020","","Oui","Oui",""
"PIECES DE RECHANGE","BOUGIE","BOUGIE","3000124384311","LB10E","LB10E","1 ANTIPARASITE NGK","KO","","FRANCE EQUIPEMENT","33.33 Dh","40.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","5/26/2020","","Oui","Oui",""
"PIECES DE RECHANGE","BOUGIE","BOUGIE","3000124384335","LB05E","LB05E","1 ANTIPARASITE NGK.LB05E","https://www.dafy-moto.com/anti-parasite-lb05e-ngk.html","NGK","FRANCE EQUIPEMENT","33.33 Dh","40.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","5/26/2020","","Oui","Oui",""
"PIECES DE RECHANGE","BOUGIE","BOUGIE","3000124384328","LB05EMHR","LB05EMHR","1 ANTIPARASITE NGK.LB05EMH-R","KO","NGK","FRANCE EQUIPEMENT","91.67 Dh","110.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","5/26/2020","","Oui","Oui",""
"PIECES DE RECHANGE","BOUGIE","BOUGIE","3000124384410","LD05EH","LD05EH","1 ANTIPARASITE NGK.LD05EH","KO","NGK","FRANCE EQUIPEMENT","66.67 Dh","80.00 Dh","000004","0.00","000004","","000000","","","","020.0 %","0.00","","","","5/26/2020","","Oui","Oui",""
"PIECES DE RECHANGE","BOUGIE","BOUGIE","3000124384403","BR8HSA","BR8HSA","1 BOUGIE NGK.BR8HSA ","https://www.dafy-moto.com/bougie-br8hsa-ngk.html","NGK","FRANCE EQUIPEMENT","33.33 Dh","40.00 Dh","000006","0.00","000006","","000000","","","","020.0 %","0.00","","","","5/26/2020","","Oui","Oui",""
"PIECES DE RECHANGE","BOUGIE","BOUGIE","3000124384281","CR7E","CR7E","1 BOUGIE NGK.CR7E ","https://www.dafy-moto.com/bougie-cr7e-ngk.html","NGK","FRANCE EQUIPEMENT","70.83 Dh","85.00 Dh","000010","0.00","000010","","000000","","","","020.0 %","0.00","","","","5/26/2020","","Oui","Oui",""
"PIECES DE RECHANGE","BOUGIE","BOUGIE","3000124384397","CR7EKB","CR7EKB","1 BOUGIE NGK.CR7EKB","https://www.dafy-moto.com/bougie-cr7ekb-ngk.html","NGK","FRANCE EQUIPEMENT","95.83 Dh","115.00 Dh","000010","0.00","000010","","000000","","","","020.0 %","0.00","","","","5/26/2020","","Oui","Oui",""
"PIECES DE RECHANGE","BOUGIE","BOUGIE","3000124384298","CR7HSA","CR7HSA","1 BOUGIE NGK.CR7HSA","https://www.dafy-moto.com/bougie-cr7hsa-ngk.html","NGK","FRANCE EQUIPEMENT","33.33 Dh","40.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","5/26/2020","","Oui","Oui",""
"PIECES DE RECHANGE","BOUGIE","BOUGIE","3000124384366","CR8E","CR8E","1 BOUGIE NGK.CR8E","https://www.dafy-moto.com/bougie-cr8e-ngk.html","NGK","FRANCE EQUIPEMENT","70.83 Dh","85.00 Dh","000006","0.00","000006","","000000","","","","020.0 %","0.00","","","","5/26/2020","","Oui","Oui",""
"PIECES DE RECHANGE","BOUGIE","BOUGIE","3000124384359","CR8EB","CR8EB","1 BOUGIE NGK.CR8EB","https://www.dafy-moto.com/bougie-cr8eb-ngk.html","NGK","FRANCE EQUIPEMENT","66.67 Dh","80.00 Dh","000008","0.00","000008","","000000","","","","020.0 %","0.00","","","","5/26/2020","","Oui","Oui",""
"PIECES DE RECHANGE","BOUGIE","BOUGIE","3000124384304","DCPR8E","DCPR8E","1 BOUGIE NGK.DCPR8E","https://www.dafy-moto.com/bougie-dcpr8e-ngk.html","NGK","FRANCE EQUIPEMENT","58.33 Dh","70.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","5/26/2020","","Oui","Oui",""
"PIECES DE RECHANGE","BOUGIE","BOUGIE","3000124384342","DR8EA","DR8EA","1 BOUGIE NGK.DR8EA","https://www.dafy-moto.com/bougie-dr8ea-ngk.html","NGK","FRANCE EQUIPEMENT","33.33 Dh","40.00 Dh","000008","0.00","000008","","000000","","","","020.0 %","0.00","","","","5/26/2020","","Oui","Oui",""
"PIECES DE RECHANGE","BOUGIE","BOUGIE","3000124384427","LMAR7A9","LMAR7A9","1 BOUGIE NGK.LMAR7A-9 ","https://www.dafy-moto.com/bougie-lmar7a9-ngk.html","NGK","FRANCE EQUIPEMENT","179.17 Dh","215.00 Dh","000009","0.00","000009","","000000","","","","020.0 %","0.00","","","","5/26/2020","","Oui","Oui",""
"PIECES DE RECHANGE","BOUGIE","BOUGIE","3000124384434","LMAR9DJ","LMAR9DJ","1 BOUGIE NGK.LMAR9D-J","https://www.dafy-moto.com/bougie-lmar9dj-ngk.html","NGK","FRANCE EQUIPEMENT","100.00 Dh","120.00 Dh","000001","1.00","000000","","000000","","","","020.0 %","0.00","","","","5/26/2020","","Oui","Oui",""
"PIECES DE RECHANGE","BOUGIE","BOUGIE","3000124384441","MAR8BJDS","MAR8BJDS","1 BOUGIE NGK.MAR8B-JDS","KO","NGK","FRANCE EQUIPEMENT","87.50 Dh","105.00 Dh","000007","0.00","000007","","000000","","","","020.0 %","0.00","","","","5/26/2020","","Oui","Oui",""
"PIECES DE RECHANGE","KIT CHAINE","KIT CHAINE","3000124383949","279880.170","279880.170","1050.ADVENTURE '15/18 17X42 RK525FEX","KO","","FRANCE EQUIPEMENT","1,820.83 Dh","2,185.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","5/26/2020","","Oui","Oui",""
"Moto","KITS-CHAINES","KIT-TRANS.ACIER.FEQ-ROUTE","2013478999101","179889.089","201347899910","1200MULTISTRADA10/1 XW.UR","https://www.dafy-moto.com/kit-chaine-179889.089-france-equipement.html","FRANCE EQUIPEMENT","FRANCE EQUIPEMENT","3,583.33 Dh","4,300.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","5/26/2020","","Oui","Oui",""
"PIECES DE RECHANGE","KIT CHAINE","KIT CHAINE","3000124383932","279910.170","279910.170","1290.ADVENTURE '15/16 17X42 RK525FEX","KO","","FRANCE EQUIPEMENT","1,370.83 Dh","1,645.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","10/7/2020","","Oui","Oui",""
"PIECES DE RECHANGE","KIT CHAINE","KIT CHAINE","3000124383925","275414.058","275414.058","300.EXC ENDURO/SIXDAYS '07/19 14X50 RK520MXU","KO","","FRANCE EQUIPEMENT","1,637.50 Dh","1,965.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","5/26/2020","","Oui","Oui",""
"Moto","KITS-CHAINES","KIT-TRANS.ACIER FEQ-CROSS","2081616999122","275414.062","208161699912","300EXC E 07/08  . OR","KO","","FRANCE EQUIPEMENT","1,483.33 Dh","1,780.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","5/26/2020","","Oui","Oui",""
"PIECES DE RECHANGE","KIT CHAINE","KIT CHAINE","3000124383901","277002.262","277002.262","450.EXC-F SIX DAYS '17/20 14X52 RK520FEZO","KO","","FRANCE EQUIPEMENT","1,533.33 Dh","1,840.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","5/26/2020","","Oui","Oui",""
"PIECES DE RECHANGE","KIT CHAINE","KIT CHAINE","3000124384007","179277.063","179277.063","800.SCRAMBLER '15/18 15X46 RK520FEX ","KO","","FRANCE EQUIPEMENT","1,716.67 Dh","2,060.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","5/26/2020","","Oui","Oui",""
"PIECES DE RECHANGE","KIT CHAINE","KIT CHAINE","3000124384038","179280.063","179280.063","821.MONSTER/MONSTER DARK '14/19 15X46 RK520FEX","KO","","FRANCE EQUIPEMENT","1,666.67 Dh","2,000.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","5/26/2020","","Oui","Oui",""
"Moto","KITS-CHAINES","KIT-TRANS.ACIER.FEQ-ROUTE","2013621999040","279805.270","201362199904","990ADVENTURE 05/12 RXR SR","KO","","FRANCE EQUIPEMENT","1,370.83 Dh","1,645.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","10/7/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","TEXTILE FIBRE SYNTHETIQUE","1225188001055","122518800105","122518800105","A1 ALLROAD PTLT N M","https://www.dafy-moto.com/pantalon-all-road-lt-all-one-noir.html","ALL ONE","DAFY MOTO","1,825.00 Dh","2,190.00 Dh","000002","1.00","000001","","000000","","NOIR","M","020.0 %","0.00","","","","9/22/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","TEXTILE FIBRE SYNTHETIQUE","1225188001079","122518800107","122518800107","A1 ALLROAD PTLT N XL","https://www.dafy-moto.com/pantalon-all-road-lt-all-one-noir.html","ALL ONE","DAFY MOTO","1,825.00 Dh","2,190.00 Dh","000001","0.00","000001","","000000","","NOIR","XL","020.0 %","0.00","","","","9/22/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","TEXTILE FIBRE SYNTHETIQUE","1225188001086","122518800108","122518800108","A1 ALLROAD PTLT N XXL","https://www.dafy-moto.com/pantalon-all-road-lt-all-one-noir.html","ALL ONE","DAFY MOTO","1,825.00 Dh","2,190.00 Dh","000003","0.00","000003","","000000","","NOIR","XXL","020.0 %","0.00","","","","9/22/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","TEXTILE FIBRE SYNTHETIQUE","1225042021052","","122504202105","A1 AMBRE PANT LT BUIND 38","https://www.dafy-moto.com/pantalon-ambre-lt-all-one-bleu.html","ALL ONE","DAFY MOTO","1,241.67 Dh","1,490.00 Dh","000001","0.00","000001","","000000","","BLEU","38","020.0 %","0.00","","","","9/22/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","TEXTILE FIBRE SYNTHETIQUE","1225042021069","","122504202106","A1 AMBRE PANT LT BUIND 40","https://www.dafy-moto.com/pantalon-ambre-lt-all-one-bleu.html","ALL ONE","DAFY MOTO","1,241.67 Dh","1,490.00 Dh","000001","0.00","000001","","000000","","BLEU","40","020.0 %","0.00","","","","9/22/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","TEXTILE FIBRE SYNTHETIQUE","1225042021076","","122504202107","A1 AMBRE PANT LT BUIND 42","https://www.dafy-moto.com/pantalon-ambre-lt-all-one-bleu.html","ALL ONE","DAFY MOTO","1,241.67 Dh","1,490.00 Dh","000001","0.00","000001","","000000","","BLEU","42","020.0 %","0.00","","","","9/22/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","JEANS FEMME","1240054131049","","124005413104","A1 ANASTASIA COOLMAX L 36","https://www.dafy-moto.com/jean-femme-anastasia-coolmax-lt-all-one-indigo.html","ALL ONE","DAFY MOTO","1,241.67 Dh","1,490.00 Dh","000002","0.00","000002","","000000","","BLEU","36","020.0 %","0.00","","","","9/22/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","JEANS FEMME","1240054131063","","124005413106","A1 ANASTASIA COOLMAX L 40","https://www.dafy-moto.com/jean-femme-anastasia-coolmax-lt-all-one-indigo.html","ALL ONE","DAFY MOTO","1,241.67 Dh","1,490.00 Dh","000001","0.00","000001","","000000","","BLEU","40","020.0 %","0.00","","","","9/22/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","JEANS FEMME","1240054131087","","124005413108","A1 ANASTASIA COOLMAX L 44","https://www.dafy-moto.com/jean-femme-anastasia-coolmax-lt-all-one-indigo.html","ALL ONE","DAFY MOTO","1,241.67 Dh","1,490.00 Dh","000001","0.00","000001","","000000","","BLEU","44","020.0 %","0.00","","","","9/22/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","TEXTILE FIBRE SYNTHETIQUE","1225830001051","122583000105","122583000105","A1 ANASTASIA PANT LT N 38","https://www.dafy-moto.com/pantalon-anastasia-lt-all-one-noir.html","ALL ONE","DAFY MOTO","1,325.00 Dh","1,590.00 Dh","000001","0.00","000001","","000000","","NOIR","38","020.0 %","0.00","","","","5/13/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","TEXTILE FIBRE SYNTHETIQUE","1225830001082","122583000108","122583000108","A1 ANASTASIA PANT LT N 44","https://www.dafy-moto.com/pantalon-anastasia-lt-all-one-noir.html","ALL ONE","DAFY MOTO","1,325.00 Dh","1,590.00 Dh","000001","0.00","000001","","000000","","NOIR","44","020.0 %","0.00","","","","5/13/2020","","Oui","Oui",""
"Pilote","VETEMENTS CUIR","BLOUSONS CUIR","0313217001075","031321700107","031321700107","A1 APEX LT SUP N XL","plus en ligne, conserver la fiche produit actuelle","ALL ONE","DAFY MOTO","2,491.67 Dh","2,990.00 Dh","000001","0.00","000001","","000000","","NOIR","XL","020.0 %","0.00","","","","5/13/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","VESTES","1290094091100","","129009409110","A1 CANYON EVO LT KAKI 4XL","https://www.dafy-moto.com/veste-canyon-evo-all-one-kaki.html","ALL ONE","DAFY MOTO","1,991.67 Dh","2,390.00 Dh","000001","0.00","000001","","000000","","VERT","4XL","020.0 %","0.00","","","","5/22/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","VESTES","1290094091056","","129009409105","A1 CANYON EVO LT KAKI M","https://www.dafy-moto.com/veste-canyon-evo-all-one-kaki.html","ALL ONE","DAFY MOTO","1,991.67 Dh","2,390.00 Dh","000001","0.00","000001","","000000","","VERT","M","020.0 %","0.00","","","","5/22/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","VESTES","1290094001093","","129009400109","A1 CANYON EVO LT N 3XL","https://www.dafy-moto.com/veste-canyon-evo-all-one-noir.html","ALL ONE","DAFY MOTO","1,991.67 Dh","2,390.00 Dh","000003","0.00","000003","","000000","","NOIR","3XL","020.0 %","0.00","","","","9/22/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","VESTES","1290094001109","","129009400110","A1 CANYON EVO LT N 4XL","https://www.dafy-moto.com/veste-canyon-evo-all-one-noir.html","ALL ONE","DAFY MOTO","1,991.67 Dh","2,390.00 Dh","000004","0.00","000004","","000000","","NOIR","4XL","020.0 %","0.00","","","","9/22/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","VESTES","1290094001055","","129009400105","A1 CANYON EVO LT N M","https://www.dafy-moto.com/veste-canyon-evo-all-one-noir.html","ALL ONE","DAFY MOTO","1,991.67 Dh","2,390.00 Dh","000002","1.00","000001","","000000","","NOIR","M","020.0 %","0.00","","","","9/22/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","VESTES","1290094001086","","129009400108","A1 CANYON EVO LT N XXL","https://www.dafy-moto.com/veste-canyon-evo-all-one-noir.html","ALL ONE","DAFY MOTO","1,991.67 Dh","2,390.00 Dh","000003","0.00","000003","","000000","","NOIR","XXL","020.0 %","0.00","","","","9/22/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","TEXTILE FIBRE SYNTHETIQUE","1225043001084","122504300108","122504300108","A1 CITIZEN PANT LT N XXL","https://www.dafy-moto.com/veste-canyon-evo-all-one-noir.html","ALL ONE","DAFY MOTO","1,158.33 Dh","1,390.00 Dh","000001","0.00","000001","","000000","","NOIR","XXL","020.0 %","0.00","","","","5/13/2020","","Oui","Oui",""
"Pilote","GANTS","GANTS ETE","0432688001091","043268800109","043268800109","A1 CITY LT N 3XL","https://www.dafy-moto.com/gants-city-lt-all-one-noir.html","ALL ONE","DAFY MOTO","575.00 Dh","690.00 Dh","000001","0.00","000001","","000000","","NOIR","3XL","020.0 %","0.00","","","","5/13/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","TEXTILE FIBRE SYNTHETIQUE","1225582068043","","122558206804","A1 DAHLIA EVO LT N/BC 36","https://www.dafy-moto.com/veste-dahlia-evo-lt-all-one-noir-blanc.html","ALL ONE","DAFY MOTO","1,825.00 Dh","2,190.00 Dh","000001","0.00","000001","","000000","","NOIR,BLANC","36","020.0 %","0.00","","","","5/22/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","TEXTILE FIBRE SYNTHETIQUE","1225582068050","","122558206805","A1 DAHLIA EVO LT N/BC 38","https://www.dafy-moto.com/veste-dahlia-evo-lt-all-one-noir-blanc.html","ALL ONE","DAFY MOTO","1,825.00 Dh","2,190.00 Dh","000001","0.00","000001","","000000","","NOIR,BLANC","38","020.0 %","0.00","","","","5/22/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","TEXTILE FIBRE SYNTHETIQUE","1225582068067","","122558206806","A1 DAHLIA EVO LT N/BC 40","https://www.dafy-moto.com/veste-dahlia-evo-lt-all-one-noir-blanc.html","ALL ONE","DAFY MOTO","1,825.00 Dh","2,190.00 Dh","000001","0.00","000001","","000000","","NOIR,BLANC","40","020.0 %","0.00","","","","5/22/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","TEXTILE FIBRE SYNTHETIQUE","1225582068081","","122558206808","A1 DAHLIA EVO LT N/BC 44","https://www.dafy-moto.com/veste-dahlia-evo-lt-all-one-noir-blanc.html","ALL ONE","DAFY MOTO","1,825.00 Dh","2,190.00 Dh","000001","0.00","000001","","000000","","NOIR,BLANC","44","020.0 %","0.00","","","","5/22/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","TEXTILE FIBRE SYNTHETIQUE","1225582068098","","122558206809","A1 DAHLIA EVO LT N/BC 46","https://www.dafy-moto.com/veste-dahlia-evo-lt-all-one-noir-blanc.html","ALL ONE","DAFY MOTO","1,825.00 Dh","2,190.00 Dh","000001","0.00","000001","","000000","","NOIR,BLANC","46","020.0 %","0.00","","","","5/22/2020","","Oui","Oui",""
"Pilote","GANTS","GANTS ETE","0432459001091","YMG012-209","043245900109","A1 FIGHT LT N 3XL","https://www.dafy-moto.com/gants-fight-lt-all-one-noir.html","ALL ONE","DAFY MOTO","575.00 Dh","690.00 Dh","000001","0.00","000001","","000000","","NOIR","3XL","020.0 %","0.00","","","","5/13/2020","","Oui","Oui",""
"Pilote","GANTS","GANTS ETE","0432459001060","YMG012-209","043245900106","A1 FIGHT LT N L","https://www.dafy-moto.com/gants-fight-lt-all-one-noir.html","ALL ONE","DAFY MOTO","575.00 Dh","690.00 Dh","000001","0.00","000001","","000000","","NOIR","L","020.0 %","0.00","","","","5/13/2020","","Oui","Oui",""
"Pilote","GANTS","GANTS ETE","0432459001077","YMG012-209","043245900107","A1 FIGHT LT N XL","https://www.dafy-moto.com/gants-fight-lt-all-one-noir.html","ALL ONE","DAFY MOTO","575.00 Dh","690.00 Dh","000002","0.00","000002","","000000","","NOIR","XL","020.0 %","0.00","","","","5/13/2020","","Oui","Oui",""
"Pilote","GANTS","GANTS ETE","0432459001039","YMG012-209","043245900103","A1 FIGHT LT N XS","https://www.dafy-moto.com/gants-fight-lt-all-one-noir.html","ALL ONE","DAFY MOTO","575.00 Dh","690.00 Dh","000001","0.00","000001","","000000","","NOIR","XS","020.0 %","0.00","","","","5/13/2020","","Oui","Oui",""
"Pilote","BOTTES","CHAUSSURES BOTTES LOISIRS","0551421001089","","055142100108","A1 FLY CHAUSSSUP N 40","plus en ligne, conserver la fiche produit actuelle","ALL ONE","LJO-LEIF J.OSTBERG SARL","741.67 Dh","890.00 Dh","000001","0.00","000001","","000000","","NOIR","40","020.0 %","0.00","","","","5/13/2020","","Oui","Oui",""
"Pilote","BOTTES","CHAUSSURES BOTTES LOISIRS","0551421001096","","055142100109","A1 FLY CHAUSSSUP N 41","plus en ligne, conserver la fiche produit actuelle","ALL ONE","LJO-LEIF J.OSTBERG SARL","741.67 Dh","890.00 Dh","000001","0.00","000001","","000000","","NOIR","41","020.0 %","0.00","","","","5/13/2020","","Oui","Oui",""
"Pilote","BOTTES","CHAUSSURES BOTTES LOISIRS","0551421001133","","055142100113","A1 FLY CHAUSSSUP N 45","plus en ligne, conserver la fiche produit actuelle","ALL ONE","LJO-LEIF J.OSTBERG SARL","741.67 Dh","890.00 Dh","000001","0.00","000001","","000000","","NOIR","45","020.0 %","0.00","","","","5/13/2020","","Oui","Oui",""
"Pilote","BOTTES","CHAUSSURES BOTTES LOISIRS","0551421001140","","055142100114","A1 FLY CHAUSSSUP N 46","plus en ligne, conserver la fiche produit actuelle","ALL ONE","LJO-LEIF J.OSTBERG SARL","741.67 Dh","890.00 Dh","000001","0.00","000001","","000000","","NOIR","46","020.0 %","0.00","","","","5/13/2020","","Oui","Oui",""
"Pilote","BOTTES","CHAUSSURES BOTTES LOISIRS","0551880048052","055188004805","055188004805","A1 FLY LADY GR/RS 37","https://www.dafy-moto.com/baskets-fly-lady-all-one-gris-rose.html","ALL ONE","DAFY MOTO","741.67 Dh","890.00 Dh","000001","0.00","000001","","000000","","GRIS,ROSE","37","020.0 %","0.00","","","","5/13/2020","","Oui","Oui",""
"Pilote","BOTTES","CHAUSSURES BOTTES LOISIRS","0551880048069","055188004806","055188004806","A1 FLY LADY GR/RS 38","https://www.dafy-moto.com/baskets-fly-lady-all-one-gris-rose.html","ALL ONE","DAFY MOTO","741.67 Dh","890.00 Dh","000001","0.00","000001","","000000","","GRIS,ROSE","38","020.0 %","0.00","","","","5/13/2020","","Oui","Oui",""
"Pilote","BOTTES","CHAUSSURES BOTTES LOISIRS","0551880109043","055188010904","055188010904","A1 FLY LADY N/ROSE 36","https://www.dafy-moto.com/baskets-fly-lady-all-one-noir-rose.html","ALL ONE","DAFY MOTO","741.67 Dh","890.00 Dh","000001","0.00","000001","","000000","","NOIR,ROSE","36","020.0 %","0.00","","","","5/13/2020","","Oui","Oui",""
"Pilote","BOTTES","CHAUSSURES BOTTES LOISIRS","0551880109050","055188010905","055188010905","A1 FLY LADY N/ROSE 37","https://www.dafy-moto.com/baskets-fly-lady-all-one-noir-rose.html","ALL ONE","DAFY MOTO","741.67 Dh","890.00 Dh","000001","0.00","000001","","000000","","GRIS,ROSE","37","020.0 %","0.00","","","","5/13/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","JEANS","1230177021082","","123017702108","A1 GASOLINE COOLMAX L XXL","https://www.dafy-moto.com/jean-gasoline-coolmax-lt-all-one-noir.html","ALL ONE","DAFY MOTO","1,241.67 Dh","1,490.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","9/22/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","JEANS","1230177001084","","123017700108","A1 GASOLINE COOLMAX L XXL","https://www.dafy-moto.com/jean-gasoline-coolmax-lt-all-one-noir.html","ALL ONE","DAFY MOTO","1,241.67 Dh","1,490.00 Dh","000002","0.00","000002","","000000","","","XXL","020.0 %","0.00","","","","9/22/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","JEANS","1230177021044","","123017702104","A1 GASOLINE COOLMAX LT  S","https://www.dafy-moto.com/jean-gasoline-coolmax-lt-all-one-bleu.html","ALL ONE","DAFY MOTO","1,241.67 Dh","1,490.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","9/22/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","TEXTILE FIBRE SYNTHETIQUE","1225187001070","122518700107","122518700107","A1 GOTHAM LTSUP N XL","https://www.dafy-moto.com/blouson-gotham-lt-all-one-noir.html","ALL ONE","DAFY MOTO","2,075.00 Dh","2,490.00 Dh","000002","0.00","000002","","000000","","NOIR","XL","020.0 %","0.00","","","","5/13/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","TEXTILE FIBRE SYNTHETIQUE","1225187001087","122518700108","122518700108","A1 GOTHAM LTSUP N XXL","https://www.dafy-moto.com/blouson-gotham-lt-all-one-noir.html","ALL ONE","DAFY MOTO","2,075.00 Dh","2,490.00 Dh","000001","0.00","000001","","000000","","NOIR","XXL","020.0 %","0.00","","","","5/13/2020","","Oui","Oui",""
"Pilote","VETEMENTS TEXTILE","TEXTILE FIBRE SYNTHETIQUE","1225581042044","0","122558104204","A1 ISMIA LT N/BC/RS 36","https://www.dafy-moto.com/blouson-ismia-lt-all-one-noir-blanc-rose.html","ALL ONE","DAFY MOTO","1,575.00 Dh","1,890.00 Dh","000001","0.00","000001","","000000","","NOIR,BLANC,ROSE","36","020.0 %","0.00","","","","5/13/2020","","Oui","Oui",""
"Pilote","GANTS","GANTS ETE","0432912001040","043291200104","043291200104","A1 KRYPTON JR LT N 10","https://www.dafy-moto.com/gants-krypton-jr-lt-all-one-noir.html","ALL ONE","DAFY MOTO","408.33 Dh","490.00 Dh","000001","0.00","000001","","000000","","NOIR","10A","020.0 %","0.00","","","","9/22/2020","","Oui","Oui",""
"Pilote","GANTS","GANTS ETE","0432912001057","043291200105","043291200105","A1 KRYPTON JR LT N 12","https://www.dafy-moto.com/gants-krypton-jr-lt-all-one-noir.html","ALL ONE","DAFY MOTO","408.33 Dh","490.00 Dh","000002","0.00","000002","","000000","","NOIR","12A","020.0 %","0.00","","","","9/22/2020","","Oui","Oui",""
"Pilote","GANTS","GANTS ETE","0432912001026","043291200102","043291200102","A1 KRYPTON JR LT N 6","https://www.dafy-moto.com/gants-krypton-jr-lt-all-one-noir.html","ALL ONE","DAFY MOTO","408.33 Dh","490.00 Dh","000001","0.00","000001","","000000","","NOIR","6A","020.0 %","0.00","","","","9/22/2020","","Oui","Oui",""
"Pilote","GANTS","GANTS RACING","0442152001090","044215200109","044215200109","A1 MANX LT N 3XL","https://www.dafy-moto.com/gants-manx-lt-all-one-noir.html","ALL ONE","DAFY MOTO","991.67 Dh","1,190.00 Dh","000001","0.00","000001","","000000","","NOIR","3XL","020.0 %","0.00","","","","5/13/2020","","Oui","Oui",""
"Pilote","GANTS","GANTS RACING","0442152001076","044215200107","044215200107","A1 MANX LT N XL","https://www.dafy-moto.com/gants-manx-lt-all-one-noir.html","ALL ONE","DAFY MOTO","991.67 Dh","1,190.00 Dh","000002","0.00","000002","","000000","","NOIR","XL","020.0 %","0.00","","","","5/13/2020","","Oui","Oui",""
"Pilote","GANTS","GANTS RACING","0442152001083","044215200108","044215200108","A1 MANX LT N XXL","https://www.dafy-moto.com/gants-manx-lt-all-one-noir.html","ALL ONE","DAFY MOTO","991.67 Dh","1,190.00 Dh","000001","0.00","000001","","000000","","NOIR","XXL","020.0 %","0.00","","","","5/13/2020","","Oui","Oui",""
"Pilote","GANTS","GANTS ETE","0432909001091","043290900109","043290900109","A1 NYTRO LT N 3XL","https://www.dafy-moto.com/gants-nytro-lt-all-one-noir.html","ALL ONE","DAFY MOTO","325.00 Dh","390.00 Dh","000003","0.00","000003","","000000","","NOIR","3XL","020.0 %","0.00","","","","9/22/2020","","Oui","Oui",""
"Pilote","BOTTES","CHAUSSURES BOTTES LOISIRS","0552241001075","ST400W","055224100107","A1 PADDOCK WP LT N 39","https://www.dafy-moto.com/baskets-paddock-waterproof-all-one-noir.html","ALL ONE","DAFY MOTO","1,075.00 Dh","1,290.00 Dh","000002","0.00","000002","","000000","","NOIR","39","020.0 %","0.00","","","","9/22/2020","","Oui","Oui",""
