"Rayon","Sous-rayon","Catégorie","Code barre","Réf Fournisseur","Référence","Désignation","LIEN DAFY.COM","Marque","Fournisseur","Prix H.T.","Prix T.T.C.","Réel","Réservé","Dispo","P","Cde four.","Casier","Couleur","Taille","Code TVA","Condi.achat","Nomenclature.associée","Remplacement","Année","Dernier achat","Dernière vente","Prix achat bloqué","Prix vente bloqué","Sur internet"
"Moto","ACCESSOIRES ELECTRIQUES","AMPOULES","1111334999010","OL7528K","111133499901","AMP OL7528K STOP2FILS12","KO","","SIFAM","25.00 Dh","30.00 Dh","000009","0.00","000009","","000000","","","","020.0 %","0.00","","","","5/27/2020","","Oui","Oui",""
"Moto","ACCESSOIRES ELECTRIQUES","AMPOULES","1111241999011","OL7550K","111124199901","AMP OL7550K MINICLIG","KO","","SIFAM","16.67 Dh","20.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","9/28/2020","","","Oui",""
"Moto","ACCESSOIRES ELECTRIQUES","AMPOULES","1111304999019","OL7560K","111130499901","AMP OL7560K MINICLIG O","KO","","SIFAM","16.67 Dh","20.00 Dh","000011","0.00","000011","","000000","","","","020.0 %","0.00","","","","9/28/2020","","Oui","Oui",""
"Moto","ACCESSOIRES ELECTRIQUES","AMPOULES","1111249999013","OL7580K","111124999901","AMP OL7580K MINICLIG","KO","","SIFAM","25.00 Dh","30.00 Dh","000004","0.00","000004","","000000","","","","020.0 %","0.00","","","","5/27/2020","","Oui","Oui",""
"Moto","ACCESSOIRES ELECTRIQUES","AMPOULES","1111280999010","OP62203K","111128099901","AMP OP62203K H4 12V 100","KO","","SIFAM","58.33 Dh","70.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","5/27/2020","","Oui","Oui",""
"Moto","ACCESSOIRES ELECTRIQUES","AMPOULES","1111266999010","OP64150K","111126699901","AMP OP64150K H1 12V 55W","KO","","SIFAM","50.00 Dh","60.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","5/27/2020","","Oui","Oui",""
"Moto","ACCESSOIRES ELECTRIQUES","AMPOULES","1111302999011","OP64185K","111130299901","AMP OP64185K HS1 12V 35","KO","","SIFAM","58.33 Dh","70.00 Dh","000004","0.00","000004","","000000","","","","020.0 %","0.00","","","","5/27/2020","","Oui","Oui",""
"Moto","ACCESSOIRES ELECTRIQUES","AMPOULES","1111654999011","OP64185NR-01B5","111165499901","AMP OP64185NR-01B HS1 1","KO","","SIFAM","150.00 Dh","180.00 Dh","000004","0.00","000004","","000000","","","","020.0 %","0.00","","","","9/28/2020","","Oui","Oui",""
"Moto","ENTRETIEN","BEQUILLES","6040006999018","OP64193-01B","604000699901","AMP OP64193-01B H4 12V","https://www.dafy-moto.com/ampoule-h4-op64193-01b-osram.html","","SIFAM","91.67 Dh","110.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","5/27/2020","","Oui","Oui",""
"Moto","ACCESSOIRES ELECTRIQUES","AMPOULES","1111285999015","OP64193CB","111128599901","AMP OP64193CB H4 COOLBU","KO","","SIFAM","233.33 Dh","280.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","5/27/2020","","Oui","Oui",""
"Moto","ACCESSOIRES ELECTRIQUES","AMPOULES","1111286999014","OP64193CBK","111128699901","AMP OP64193CBK H4 COOLB","KO","","SIFAM","66.67 Dh","80.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","5/27/2020","","Oui","Oui",""
"Moto","ACCESSOIRES ELECTRIQUES","AMPOULES","1111282999018","OP64193K","111128299901","AMP OP64193K H4 12V 60/","KO","","SIFAM","41.67 Dh","50.00 Dh","000005","0.00","000005","","000000","","","","020.0 %","0.00","","","","5/27/2020","","Oui","Oui",""
"Moto","ACCESSOIRES ELECTRIQUES","AMPOULES","1111288999012","OP64210","111128899901","AMP OP64210 H7 12V 55W","https://www.dafy-moto.com/ampoule-h7-op64210-osram.html","","SIFAM","83.33 Dh","100.00 Dh","000009","0.00","000009","","000000","","","","020.0 %","0.00","","","","9/28/2020","","Oui","Oui",""
"Moto","ACCESSOIRES ELECTRIQUES","AMPOULES","1111292999015","OP64210CB","111129299901","AMP OP64210CB H7 COOLBU","KO","","SIFAM","316.67 Dh","380.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","5/27/2020","","Oui","Oui",""
"Moto","ACCESSOIRES ELECTRIQUES","AMPOULES","1111293999014","OP64210CBK","111129399901","AMP OP64210CBK H7 COOLB","KO","","SIFAM","95.83 Dh","115.00 Dh","000006","0.00","000006","","000000","","","","020.0 %","0.00","","","","9/28/2020","","Oui","Oui",""
"Moto","ENTRETIEN","BEQUILLES","6040052999017","OP64211-01B","604005299901","AMP OP64211-01B H11 12V","https://www.dafy-moto.com/ampoule-h11-op64211-01b-osram.html","","SIFAM","283.33 Dh","340.00 Dh","000005","0.00","000005","","000000","","","","020.0 %","0.00","","","","5/27/2020","","Oui","Oui",""
"Moto","ACCESSOIRES ELECTRIQUES","AMPOULES","1111273999010","OP64211K","111127399901","AMP OP64211K H11 12V 55","KO","","SIFAM","187.50 Dh","225.00 Dh","000005","0.00","000005","","000000","","","","020.0 %","0.00","","","","5/27/2020","","Oui","Oui",""
"Moto","ACCESSOIRES ELECTRIQUES","AMPOULES","1111295999012","OP64212","111129599901","AMP OP64212 H8 12V 35W","https://www.dafy-moto.com/ampoule-h8-op64212-osram.html","","SIFAM","291.67 Dh","350.00 Dh","000005","0.00","000005","","000000","","","","020.0 %","0.00","","","","9/28/2020","","Oui","Oui",""
"Moto","ACCESSOIRES ELECTRIQUES","AMPOULES","1111296999011","OP64212K","111129699901","AMP OP64212K H8 12V 35W","KO","","SIFAM","158.33 Dh","190.00 Dh","000004","0.00","000004","","000000","","","","020.0 %","0.00","","","","9/28/2020","","Oui","Oui",""
"Moto","ACCESSOIRES ELECTRIQUES","AMPOULES","1111298999019","OP9005K","111129899901","AMP OP9005K HB3 12V 60W","KO","","SIFAM","116.67 Dh","140.00 Dh","000005","0.00","000005","","000000","","","","020.0 %","0.00","","","","9/28/2020","","Oui","Oui",""
"Moto","ACCESSOIRES ELECTRIQUES","AMPOULES","1111300999013","OP9006K","111130099901","AMP OP9006K HB4 12V 51W","KO","","SIFAM","116.67 Dh","140.00 Dh","000005","0.00","000005","","000000","","","","020.0 %","0.00","","","","9/28/2020","","Oui","Oui",""
"PNEU","PNEUS MOTO ROUTE","PNEUS TRAIL","3528705800260","580026","634007799901","ANAKEEADV 110/80R19 59V","KO","","DISTRI CASH ACCESSOIRES","1,300.00 Dh","1,560.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","5/24/2021","","Oui","Oui",""
"PNEU","PNEUS MOTO ROUTE","PNEUS TRAIL","3528706885099","688509","634007999901","ANAKEEADV 130/80R17 65H","KO","","DISTRI CASH ACCESSOIRES","1,908.33 Dh","2,290.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","5/24/2021","","Oui","Oui",""
"PNEU","PNEUS MOTO ROUTE","PNEUS TRAIL","3528701564296","156429","634008099901","ANAKEEADV 140/80R17 69H","KO","","DISTRI CASH ACCESSOIRES","1,991.67 Dh","2,390.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","5/24/2021","","Oui","Oui",""
"PNEU","PNEUS MOTO ROUTE","PNEUS TRAIL","3528709667272","966727","634008399901","ANAKEEADV 150/70R18 70V","KO","","DISTRI CASH ACCESSOIRES","2,083.33 Dh","2,500.00 Dh","000003","0.00","000003","","000000","","","","020.0 %","0.00","","","","5/24/2021","","Oui","Oui",""
"PNEU","PNEUS MOTO ROUTE","PNEUS TRAIL","3528702945018","294501","634007599901","ANAKEEADV 90/90-21 54V","KO","","DISTRI CASH ACCESSOIRES","1,608.33 Dh","1,930.00 Dh","000003","0.00","000003","","000000","","    0,00","","020.0 %","0.00","","","","5/24/2021","","Oui","Oui",""
"Concessionnaire","DIVERS CONCESSION","MOTO","3000124051862","31350059A","31350059A","ANTI PARASITE FH/ADV","KO","","SIMAMOTO","91.67 Dh","110.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","1.00","","","","1/27/2021","","Oui","Oui",""
"Concessionnaire","DIVERS CONCESSION","MOTO","3000124051855","31350059","31350059","ANTI PARASITES / CABLE FH/ADV","KO","","SIMAMOTO","133.33 Dh","160.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","1.00","","","","1/27/2021","","Oui","Oui",""
"DIVERS","PLV","DIVERS","3000124387558","KS.516.0100","KS.516.0100","APPAREIL ELECTRONIQUE DE CONTRÔLE DE COUPLE 5-500 ","KO","","FRANCE EQUIPEMENT","6,691.67 Dh","8,030.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","6/4/2020","","Oui","Oui",""
"Concessionnaire","DIVERS CONCESSION","MOTO","3000124080817","73260135","73260135","ARAIGNEE 400ADV","KO","","SIMAMOTO","550.00 Dh","660.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","1.00","","","","1/27/2021","","Oui","Oui",""
"Concessionnaire","DIVERS CONCESSION","MOTO","14100SQ5A9000","14100SQ5A9000","14100SQ5A9000","ARBRE A CAME CITY50","KO","","SIMAMOTO","308.33 Dh","370.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","1.00","","","","6/15/2021","","Oui","Oui",""
"Concessionnaire","DIVERS CONCESSION","MOTO","28250SQ5A9000","28250SQ5A9000","28250SQ5A9000","ARBRE DE KICK L55 CITY50","KO","","SIMAMOTO","125.00 Dh","150.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","1.00","","","","6/15/2021","","Oui","Oui",""
"PIECES DE RECHANGE","JOINTS","JOINTS","3000124383604","ARI.102","ARI.102","ARI.102 JOINT SPY DE FOURCHE","KO","","FRANCE EQUIPEMENT","145.83 Dh","175.00 Dh","000005","0.00","000005","","000000","","","","020.0 %","0.00","","","","10/7/2020","","Oui","Oui",""
"Moto","ACCESSOIRES","DIVERS ACCESSOIRES","8019799050068","71443MI","293025999901","ARROW 71443MI SUZ","KO","","ARROW SPECIAL PARTS S.P.A","4,225.00 Dh","5,070.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"Moto","ACCESSOIRES","DIVERS ACCESSOIRES","8019799050075","71444MI","293026099901","ARROW 71444MI SUZ RACCO","KO","","ARROW SPECIAL PARTS S.P.A","1,779.17 Dh","2,135.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","9/28/2020","","Oui","Oui",""
"Moto","ACCESSOIRES","DIVERS ACCESSOIRES","8019799075795","71628MI","293028699901","ARROW 71628MI SUZ","KO","","ARROW SPECIAL PARTS S.P.A","6,458.33 Dh","7,750.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"Moto","ACCESSOIRES","DIVERS ACCESSOIRES","6100507999013","71672MI","610050799901","ARROW 71672MI YAM RACCO","KO","","ARROW SPECIAL PARTS S.P.A","3,079.17 Dh","3,695.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","9/28/2020","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799097919","71878AKN","71878AKN","ARROW BENELLI TRK 502 '17/18 HOMOLOGATED ","KO","","ARROW SPECIAL PARTS S.P.A","3,533.33 Dh","4,240.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799097896","71878PK","71878PK","ARROW BENELLI TRK 502 '17/18 HOMOLOGATED ","KO","","ARROW SPECIAL PARTS S.P.A","4,408.33 Dh","5,290.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799097933","71690MI","71690MI","ARROW BENELLI TRK 502 '17/18 STAINLESS STEEL ","KO","","ARROW SPECIAL PARTS S.P.A","2,983.33 Dh","3,580.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799097926","71689MI","71689MI","ARROW BENELLI TRK 502 '17/18 STAINLESS STEEL ","KO","","ARROW SPECIAL PARTS S.P.A","883.33 Dh","1,060.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799101562","71889AKN","71889AKN","ARROW BENELLI TRK 502X '18 HOM ALU DARK","KO","","ARROW SPECIAL PARTS S.P.A","4,333.33 Dh","5,200.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","71889PK","71889PK","71889PK","ARROW BENELLI TRK 502X '18 HOM TITANUIM","KO","","ARROW SPECIAL PARTS S.P.A","5,108.33 Dh","6,130.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799101579","71700MI","71700MI","ARROW BENELLI TRK 502X '18 STAINLESS STEEL ","KO","","ARROW SPECIAL PARTS S.P.A","3,666.67 Dh","4,400.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799110977","72629PK","72629PK","ARROW BMW F 850GS '18/20 HOMOLOGATED TITANIUM ","KO","","ARROW SPECIAL PARTS S.P.A","4,916.67 Dh","5,900.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799110953","71742MI","71742MI","ARROW BMW F 850GS '18/20 RACING STAINLESS ","KO","","ARROW SPECIAL PARTS S.P.A","866.67 Dh","1,040.00 Dh","000003","0.00","000003","","000000","","","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799110960","71743MI","71743MI","ARROW BMW F 850GS '18/20 RACING STAINLESS ","KO","","ARROW SPECIAL PARTS S.P.A","2,983.33 Dh","3,580.00 Dh","000003","0.00","000003","","000000","","","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799110991","72629AKN","72629AKN","ARROW BMW F 850GS '18/20HOMOLOGATED ALUMINUM","KO","","ARROW SPECIAL PARTS S.P.A","3,850.00 Dh","4,620.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799111042","72630AKN","72630AKN","ARROW BMW G 310GS '17/20 HOMOLOGATED ALUMINUM ","KO","","ARROW SPECIAL PARTS S.P.A","3,533.33 Dh","4,240.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","4/21/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799111059","71744MI","71744MI","ARROW BMW G 310GS '17/20 RACING STAINLESS","KO","","ARROW SPECIAL PARTS S.P.A","2,641.67 Dh","3,170.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","4/21/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799077973","71632MI","71632MI","ARROW BMW R1200 R/RS '15/16 2:1 STAINLESS STEEL ","KO","","ARROW SPECIAL PARTS S.P.A","5,658.33 Dh","6,790.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","9/28/2020","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799060180","71805AKN","71805AKN","ARROW BMW R1200GS '13 HOMOLOGATED ALUMINIUM DARK ","KO","","ARROW SPECIAL PARTS S.P.A","4,450.00 Dh","5,340.00 Dh","000005","0.00","000005","","000000","","","","020.0 %","0.00","","","","4/21/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799060166","71805PK","71805PK","ARROW BMW R1200GS'13/17 HOMOLOGATED TITANUIM","KO","","ARROW SPECIAL PARTS S.P.A","5,479.17 Dh","6,575.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","4/21/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799107175","71722MI","71722MI","ARROW BMW R1250GS '19 INOX RACING COLLECTORS","KO","","ARROW SPECIAL PARTS S.P.A","6,354.17 Dh","7,625.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","6/20/2020","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799096790","71213PR","71213PR","ARROW DUCATI MONSTER 821'18 TITANIUM PRO-RACE","KO","","ARROW SPECIAL PARTS S.P.A","6,958.33 Dh","8,350.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799076402","71832AK","71832AK","ARROW DUCATI MULTISTRADA 1200 '15 HOMOL.ALUMINIUM ","KO","","ARROW SPECIAL PARTS S.P.A","3,487.50 Dh","4,185.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","6/20/2020","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799102743","71832PRI","71832PRI","ARROW DUCATI MULTISTRADA 1260S '18/19 HOM.NICHROM ","KO","","ARROW SPECIAL PARTS S.P.A","2,900.00 Dh","3,480.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","6/20/2020","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799102781","71705MI","71705MI","ARROW DUCATI MULTISTRADA 1260S '18/19 STAINLESS ST","KO","","ARROW SPECIAL PARTS S.P.A","4,787.50 Dh","5,745.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","6/20/2020","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799080379","72129PD","72129PD","ARROW HONDA AFRICA TWIN 1000 STAINLESS STEEL ","KO","","ARROW SPECIAL PARTS S.P.A","4,520.83 Dh","5,425.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","6/20/2020","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","3000124391937","71859AO","71859AO","ARROW HONDA CB500X RACE TECH ALUMINUIM","KO","","ARROW SPECIAL PARTS S.P.A","2,887.50 Dh","3,465.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","9/28/2020","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799079434","72621PK","72621PK","ARROW HONDA CRF 1000L AFRICA TWIN '16 HOM.TITANIUM","KO","","ARROW SPECIAL PARTS S.P.A","5,087.50 Dh","6,105.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","6/20/2020","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799090538","71864PRI","71864PRI","ARROW HONDA X-ADV '17/19 HOMOL.PRO RACE NICHROM","KO","","ARROW SPECIAL PARTS S.P.A","3,220.83 Dh","3,865.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","6/20/2020","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799091443","71671MI","71671MI","ARROW HONDA X-ADV '17/20 STAINLESS STEEL COLLECTOR","KO","","ARROW SPECIAL PARTS S.P.A","2,687.50 Dh","3,225.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","6/20/2020","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","3000124391845","71727MI","71727MI","ARROW KAWAZAKI Z900 '20 RACING STAINLESS STEEL","KO","","ARROW SPECIAL PARTS S.P.A","6,083.33 Dh","7,300.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","9/28/2020","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","3000124391920","11004MI","11004MI","ARROW KAWAZAKI Z900 CARBON HEAT SHIELD","KO","","ARROW SPECIAL PARTS S.P.A","958.33 Dh","1,150.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","9/28/2020","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799108905","71916XK","71916XK","ARROW KTM 1290 SUPEER DUKE R '20 HOMOLOGATED","KO","","ARROW SPECIAL PARTS S.P.A","4,708.33 Dh","5,650.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","4/21/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799108868","71916PRI","71916PRI","ARROW KTM 1290 SUPER DUKE R '20 HOM NICHROM","KO","","ARROW SPECIAL PARTS S.P.A","3,533.33 Dh","4,240.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","4/21/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799108851","71916PR","71916PR","ARROW KTM 1290 SUPER DUKE R '20 TITANIUM","KO","","ARROW SPECIAL PARTS S.P.A","3,891.67 Dh","4,670.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","4/21/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799109889","71159PRI","71159PRI","ARROW KTM RC 390 '17/20 RACING NICHROM ","KO","","ARROW SPECIAL PARTS S.P.A","3,225.00 Dh","3,870.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","4/21/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799109896","71159PRN","71159PRN","ARROW KTM RC 390 '17/20 RACING NICHROM DARK ","KO","","ARROW SPECIAL PARTS S.P.A","3,441.67 Dh","4,130.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","4/21/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799109919","71737MI","71737MI","ARROW KTM RC 390 '17/20 RACING SECONDARY","KO","","ARROW SPECIAL PARTS S.P.A","3,325.00 Dh","3,990.00 Dh","000003","0.00","000003","","000000","","","","020.0 %","0.00","","","","4/21/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799089778","71534GPI","71534GPI","ARROW KTM RC390 '17 GP2 NICHROM","KO","","ARROW SPECIAL PARTS S.P.A","3,079.17 Dh","3,695.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","4/21/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799089761","71534GP","71534GP","ARROW KTM RC390 '17 GP2 TITANUIM","KO","","ARROW SPECIAL PARTS S.P.A","3,995.83 Dh","4,795.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","4/21/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799089785","71668MI","71668MI","ARROW KTM RC390 '17 STAINLESS STEEL","KO","","ARROW SPECIAL PARTS S.P.A","1,037.50 Dh","1,245.00 Dh","000004","0.00","000004","","000000","","","","020.0 %","0.00","","","","4/21/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799091979","73515PK","73515PK","ARROW KYMCO AK 550 '17/20 HOMOLOGATED TITANIUM","KO","","ARROW SPECIAL PARTS S.P.A","4,825.00 Dh","5,790.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799091993","73515AKN","73515AKN","ARROW KYMCO AK 550'17/20 HOM  ALUMINIUM DARK","KO","","ARROW SPECIAL PARTS S.P.A","3,541.67 Dh","4,250.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799092013","73016MI","73016MI","ARROW KYMCO AK550 '17/20 STAINLESS STEEL","KO","","ARROW SPECIAL PARTS S.P.A","2,579.17 Dh","3,095.00 Dh","000002","0.00","000002","","000000","","    0,00","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799106109","53080KZ","53080KZ","ARROW KYMCO DOWNTOWN 350I '16/19 HOMOLOGATED","KO","","ARROW SPECIAL PARTS S.P.A","2,408.33 Dh","2,890.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799106079","53533ANN","53533ANN","ARROW KYMCO DOWNTOWN 350I '16/19 HOMOLOGATED ","KO","","ARROW SPECIAL PARTS S.P.A","2,387.50 Dh","2,865.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799106093","53080MI","53080MI","ARROW KYMCO DOWNTOWN 350I '16/19 RACING INOX ","KO","","ARROW SPECIAL PARTS S.P.A","658.33 Dh","790.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","12007PD","12007PD","12007PD","ARROW SPARK ARRESTER FOR ARROW FULL SYSTEM","KO","","ARROW SPECIAL PARTS S.P.A","391.67 Dh","470.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","6/20/2020","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799051850","71776AKN","71776AKN","ARROW SUZUKI GSR 750 '11 HOMOLOGATED ALUMINIUM ","KO","","ARROW SPECIAL PARTS S.P.A","3,354.17 Dh","4,025.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799050051","71442MI","71442MI","ARROW SUZUKI GSR 750 '11 STAINLESS STEEL","KO","","ARROW SPECIAL PARTS S.P.A","741.67 Dh","890.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799052437","71776PKK","71776PKK","ARROW SUZUKI GSR750 '11 TITANUIM","KO","","ARROW SPECIAL PARTS S.P.A","4,487.50 Dh","5,385.00 Dh","000002","0.00","000002","","000000","","","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","8019799086203","71855AK","71855AK","ARROW SUZUKI GSX-R 1000 '17 HOMOL. ALUMINIUM ","KO","","ARROW SPECIAL PARTS S.P.A","3,633.33 Dh","4,360.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","3/26/2021","","Oui","Oui",""
"PIECES DE RECHANGE","SILNCIEUX","ARROW","3000124392002","71006GPI","71006GPI","ARROW SUZUKI GSX-R600/750 '11-14 GP2 STEEL DARK","KO","","ARROW SPECIAL PARTS S.P.A","3,079.17 Dh","3,695.00 Dh","000001","0.00","000001","","000000","","","","020.0 %","0.00","","","","9/28/2020","","Oui","Oui",""
